#{"t_start": 1763240285.0248914, "env_id": "LunarLander-v3"}
r,l,t
290.107382,328,779.38156
235.999998,318,779.532566
237.556869,363,779.70056
212.444683,294,780.016558
243.030966,338,780.179559
254.686079,300,780.319754
234.158092,337,780.655401
217.035188,320,780.815388
253.214523,331,780.965389
242.739704,923,781.589831
282.108749,317,781.901883
237.39857,345,782.073884
275.512372,352,782.233888
266.283062,273,782.357888
269.370812,317,782.691237
258.379247,288,782.831239
265.133748,355,782.994243
286.649504,294,783.328237
266.015082,333,783.497244
262.818665,334,784.2069
266.918069,298,784.565898
244.327026,302,784.723898
275.533671,295,784.859083
251.203849,339,785.188127
266.37338,288,785.330127
276.333229,308,785.477128
259.451919,317,785.621127
259.97222,318,785.941238
239.213932,284,786.075297
296.562789,318,786.218248
260.430633,309,786.539238
231.158167,341,786.711244
57.551347,233,786.82242
43.877278,229,786.926265
267.492409,863,787.515267
264.61747,346,787.850428
269.220767,292,787.998435
246.319855,321,788.148449
292.828427,286,788.452623
14.515046,243,788.57962
293.470695,461,788.797626
269.614417,355,789.127969
51.933192,214,789.237972
245.609066,569,789.514971
239.959338,290,789.828974
34.22301,188,789.91997
242.015292,290,790.061309
49.670761,231,790.166298
292.250118,303,790.474795
51.554448,238,790.599797
14.9354,254,790.722806
55.219047,242,791.392068
